4c8e90509ff5320336fde5c7ccf32da2,0fed5afa4d202fbd644d049d6175883f,100,
4c8e90509ff5320336fde5c7ccf32da2,7f822de0449bd3eff60cc80e7e8cba2d,100,
0fed5afa4d202fbd644d049d6175883f,7f822de0449bd3eff60cc80e7e8cba2d,100,
af26c37d2cbac0d242ab74867eca3cf0,00cfefa887f25eebd27f61cf8b5eb9b2,87,
b10e31a5723840ed8b75a8cd0fae682c,d6106c1ab720e9d333d591c19d863bd4,14,70
4e25a5014b4179b90637b04f9902ac31,d6106c1ab720e9d333d591c19d863bd4,21,74
0ad7912f7de28877cfba2e496713c5da,7acc86de4ef4193cc6941395fa408711,32,71
75162d3ab033b7165761814677fa3dc2,c04070b7b85e3a27f8964d11e5fea888,58,88
731a2ae3dd1ace0238c37be03ee0140b,bfd02b7ad03355958593cad44112b2e5,61,92
5d6480123bb661b358e5a9f92fa8f9d9,56afb9be1168c62653d4c8fe9a73c669,89,
4a8eb1aba4bd7f65d877ebc2788442d5,4a8eb1aba4bd7f65d877ebc2788442d5,100,
7acc86de4ef4193cc6941395fa408711,4a8eb1aba4bd7f65d877ebc2788442d5,88,
204d441a8c677afdaf8520c144fd194f,0b0db1106d3d59cf56e3f21b1b62b97b,54,86
0ad7912f7de28877cfba2e496713c5da,4a8eb1aba4bd7f65d877ebc2788442d5,33,74
6153352698326961657fb6c71d69cb41,7e9bad1f676f0a951d057f5aad3897e6,78,
b10e31a5723840ed8b75a8cd0fae682c,4e25a5014b4179b90637b04f9902ac31,17,74
4e25a5014b4179b90637b04f9902ac31,6326351c2faefbf3895126069a8130cf,54,88
ffe6791b91684aad5a42ad9f824dbba7,72277ae7707b8a39ac6dd68dede48f48,97,
b1686544dccebfb75846317e63cdabc8,6326351c2faefbf3895126069a8130cf,18,88
d6106c1ab720e9d333d591c19d863bd4,6326351c2faefbf3895126069a8130cf,13,76
41f29299dbd838538fbb2c707e114e5a,72277ae7707b8a39ac6dd68dede48f48,56,97
c04070b7b85e3a27f8964d11e5fea888,94c5a5a908f097315765eb9f60eac29c,29,76
8ed35399ab1d3fc2c91e1d4fc8361f79,b8faa13603b72f54a57a016db1c58375,12,75
9f1e54ec0df11b909fe0f1d8f0b7bad9,b6f805cdb73f2881e136984f4dd4118a,55,86
747cc7f57f32b159bfcee9939d26ef3a,914884d91250cc54f55ca7bad74abd78,81,
458807d4e08cd7ad3cbc17417084849a,458807d4e08cd7ad3cbc17417084849a,100,
764e87cd57f27de7ab28e62f0f7dfa28,18c4d82a4ed8972effc0021af032e2a0,100,
7d1a6b7deef8bbb48cbf96c8ad8541fe,33b5dae1e77cabf6cc8f35f6e303b2be,32,73
0e21cf64cfcb7147246a2341cf17254e,7c962f811cda502a68112fdcf7539ef1,61,99
1ba1a98ef664cf9ec922545e4e2159ff,020ea1b44cbaa344543a60a4d31473f7,16,81
d214fab9520744d68eed16c68907ce2b,33b5dae1e77cabf6cc8f35f6e303b2be,31,74
a8fcdd71cc5534266b2452573f003def,4dd1204cbd52dfb40b0f2e418d0593f4,58,91
64b771ed74d42f71bbae578dd3041352,0305b4858cdc7011f514dc2a343c3136,38,76
ffe6791b91684aad5a42ad9f824dbba7,41f29299dbd838538fbb2c707e114e5a,56,100
6153352698326961657fb6c71d69cb41,cc03fd8d97e6e336170c1c2ddf10447f,43,73
4e25a5014b4179b90637b04f9902ac31,f7005edb014ecf40183e2d25db48f457,52,85
b1686544dccebfb75846317e63cdabc8,f7005edb014ecf40183e2d25db48f457,21,88
6326351c2faefbf3895126069a8130cf,f7005edb014ecf40183e2d25db48f457,77,
d6106c1ab720e9d333d591c19d863bd4,f7005edb014ecf40183e2d25db48f457,13,74
cc03fd8d97e6e336170c1c2ddf10447f,7e9bad1f676f0a951d057f5aad3897e6,66,95
73317cf07af020b7d77f737e57c5fca7,0f17c73a541283e63d779839150857b0,25,80
b93ca9be83f68ab39596c8e68fb48276,f3fdf35c22001ab8f40d020e4d13bd87,47,95
b1686544dccebfb75846317e63cdabc8,dd8e185515c310737b7e1f66521ca253,13,72
0f17c73a541283e63d779839150857b0,4cc0eef0118a519529ba08b2b971b1cb,12,73
f7005edb014ecf40183e2d25db48f457,dd8e185515c310737b7e1f66521ca253,47,88
6326351c2faefbf3895126069a8130cf,dd8e185515c310737b7e1f66521ca253,45,88
4e25a5014b4179b90637b04f9902ac31,dd8e185515c310737b7e1f66521ca253,26,81
86afb483a0b3f673ee2878a4d3beb913,d606e98b09cb26ff1be94975e5e861d9,24,75
856fa7934b2b9f6968893003ca7a688b,53d1d11294b26e49d735e27ea12ec90b,64,96
ca2bb950e783b723c0104aa3287541fe,3223b11f28a152bc3eee486d96478e8d,57,92
eed05e3a88b4b1c2cb3d5f9179ff7911,2f1d53cb9cc7d060795b24b2f7d3c7c1,22,72
fa2b01da8054f7c9408381b2e76a08ed,9cf1fceb34fd01e270bf66e64bb91d26,64,86
70013b3624815aa91343bea9bbf760ef,049f00772bf241d3d5a2003119b7dd82,100,
d214fab9520744d68eed16c68907ce2b,7d1a6b7deef8bbb48cbf96c8ad8541fe,53,81
338acf3c89db9930733fb4ade1a8ae90,b0cdecba5eb75d695e4c50de2295b30e,45,77
0e21cf64cfcb7147246a2341cf17254e,1ba1a98ef664cf9ec922545e4e2159ff,11,72
7c962f811cda502a68112fdcf7539ef1,1ba1a98ef664cf9ec922545e4e2159ff,11,72
3da8d37d5806145e0c62ee423a1054a3,514bf91316ce3a445b1a354d9d3e8b5e,78,
68458a6b30ec3d402863f77770acb018,7ddaa88aaf1b4079f1aec2695d5a2d9b,47,89
d83c47bfaf015ce0e369200d56af1313,7ddaa88aaf1b4079f1aec2695d5a2d9b,47,89
68458a6b30ec3d402863f77770acb018,5d0f5c7be6d061ef0d7b3847b294a6d8,91,
d83c47bfaf015ce0e369200d56af1313,5d0f5c7be6d061ef0d7b3847b294a6d8,91,
7ddaa88aaf1b4079f1aec2695d5a2d9b,5d0f5c7be6d061ef0d7b3847b294a6d8,35,84
4c84109f16927affe77b9bb6f5885e1a,8df4410df01024efaff0c85e7b0ec905,71,
e28a9ce444a5e9a53fbaeaad65a57274,8df4410df01024efaff0c85e7b0ec905,67,93
48365b46d17f09c46e09eeb5df3f7cbc,152ba94b0114e383629109249bda5382,90,
7b87c8eafc63a15acd915525234c2cf8,b8646be2e3eed5e2b87696e3422cc356,43,77
e0d337ea5f839bf2f6b467d85bd535d8,152ba94b0114e383629109249bda5382,15,83
5d6480123bb661b358e5a9f92fa8f9d9,2060ec412a6524fa18d17937375cf762,86,
