pair_id,file1,start1,end1,file2,start2,end2,is_first_occurrence,pair_hash
1,/app/Repos/pandas/bench/bench_tseries.py,140,175,/app/Repos/pandas/bench/bench_tseries.py,164,173,True,03b4873f7a6f495f7e142bd6d471d370
2,/app/Repos/pandas/doc/sphinxext/phantom_import.py,32,163,/app/Repos/pandas/doc/sphinxext/phantom_import.py,78,92,True,3f3c07bfbc73d2906743813c4acffbc4
3,/app/Repos/pandas/bench/bench_unique.py,41,48,/app/Repos/pandas/bench/bench_unique.py,86,125,True,4572187106cf3d6a057828a08e6741e9
4,/app/Repos/pandas/bench/bench_unique.py,41,48,/app/Repos/pandas/bench/bench_unique.py,79,86,True,2c740fdd12cff76b4a7d2c381f953173
5,/app/Repos/pandas/bench/bench_unique.py,48,55,/app/Repos/pandas/bench/bench_unique.py,86,125,True,5d3db9532c8cbe7ef5ecaf4703d83596
6,/app/Repos/pandas/bench/bench_unique.py,48,55,/app/Repos/pandas/bench/bench_unique.py,79,86,True,df581785e8bb6938cdf8d0446b11ef64
7,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,97,105,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,156,167,True,531a8145151254c0ee8621ff22b7cb67
8,/app/Repos/pandas/bench/bench_unique.py,79,86,/app/Repos/pandas/bench/bench_unique.py,86,125,True,6548a72a70fb62d72dea873d18b61ee2
9,/app/Repos/pandas/bench/test.py,12,28,/app/Repos/pandas/bench/test.py,28,42,True,c690b5ebcbe9e4f5333ca39427c185cb
10,/app/Repos/pandas/bench/bench_unique.py,140,157,/app/Repos/pandas/bench/bench_unique.py,157,179,True,6ea433c9dd8a619a11ad1c09be8f4caf
11,/app/Repos/pandas/bench/bench_unique.py,157,179,/app/Repos/pandas/bench/bench_unique.py,179,201,True,320013cd4df8f4f398da26fbc6b5229d
12,/app/Repos/pandas/pandas/core/algorithms.py,12,33,/app/Repos/pandas/pandas/core/algorithms.py,45,59,True,4b6ded17728c4a4c5a804f86309063e4
13,/app/Repos/pandas/bench/io_roundtrip.py,91,100,/app/Repos/pandas/bench/io_roundtrip.py,91,100,True,fb355c97d90d7d8e82fc9097ce5d6cd6
14,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,288,311,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,311,321,True,7e5fc024011f4c545142debf7cf89e71
15,/app/Repos/pandas/doc/sphinxext/comment_eater.py,22,29,/app/Repos/pandas/doc/sphinxext/comment_eater.py,42,50,True,0d1c6da1235e11057c66c558cdc92180
16,/app/Repos/pandas/bench/bench_tseries.py,71,112,/app/Repos/pandas/bench/bench_tseries.py,90,109,True,5a6ac857f3d20ef619aa924c9cd19bf8
17,/app/Repos/pandas/bench/bench_unique.py,140,157,/app/Repos/pandas/bench/bench_unique.py,179,201,True,69ed1cca55e1bf42be8f39aca4a2a539
18,/app/Repos/pandas/bench/bench_unique.py,41,48,/app/Repos/pandas/bench/bench_unique.py,48,55,True,a7d3a8334ad15d4fb0a1bb9f86eb2cc6
19,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,132,145,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,462,481,True,a294b69a5b5dc30c58cf6b7772fd2012
20,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,97,105,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,340,348,True,4764ce591474df67f5e4bd44b144bfdd
21,/app/Repos/pandas/scripts/file_sizes.py,43,54,/app/Repos/pandas/scripts/file_sizes.py,54,77,True,11f531a861654371753656a9eccfec7c
22,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,156,167,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,340,348,True,57e8c9c3379be0bba34ed05829962a7f
23,/app/Repos/pandas/doc/sphinxext/phantom_import.py,32,163,/app/Repos/pandas/doc/sphinxext/phantom_import.py,63,76,True,ca0ae1aa0eeed7bec10b6d4db468c2a8
24,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,167,178,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,340,348,True,07e03dd1ed7b743ceb7827123186a7e5
25,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,97,105,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,167,178,True,e06d47245ae638ecd91e8a1dca21f224
26,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,156,167,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,167,178,True,c38786e64c68f8258c3dd09a9cecae35
27,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,239,253,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,321,333,True,8bc08e90c378f045d4bb53760facb07d
28,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,97,105,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,367,375,True,3524315f12d0c807dc7cc18413dd4eba
29,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,156,167,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,367,375,True,6886eef8935f8912997d234f1ba332b9
30,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,167,178,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,367,375,True,af702190f9f055e6187a2925e370f112
31,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,340,348,/app/Repos/pandas/doc/sphinxext/compiler_unparse.py,367,375,True,53466010e399e9f6cac8d435e0c780b7
32,/app/Repos/pandas/scripts/groupby_sample.py,21,28,/app/Repos/pandas/scripts/groupby_sample.py,28,35,True,2dc9cd0573cc13b539fb1ce54226c86c
33,/app/Repos/pandas/doc/sphinxext/docscrape.py,87,112,/app/Repos/pandas/doc/sphinxext/traitsdoc.py,30,77,True,fbb594960660f0d8944bf93bc9e9ea7d
34,/app/Repos/pandas/pandas/core/generic.py,37,49,/app/Repos/pandas/pandas/core/generic.py,49,60,True,6de3abc05b80ff84435d1f82ff1f920a
35,/app/Repos/pandas/pandas/core/datetools.py,299,309,/app/Repos/pandas/pandas/core/datetools.py,532,548,True,170cb49b8543ec0d7e4f9583ad798882
36,/app/Repos/pandas/bench/bench_unique.py,27,33,/app/Repos/pandas/bench/bench_unique.py,33,41,True,36cc565505b679a65ddd890e6be3401e
37,/app/Repos/pandas/bench/bench_unique.py,157,179,/app/Repos/pandas/bench/bench_unique.py,201,214,True,656d96a755f91324533174c8d2dcce92
38,/app/Repos/pandas/bench/bench_unique.py,179,201,/app/Repos/pandas/bench/bench_unique.py,201,214,True,216f7e8b230ede8c5fe937cebd1e7449
39,/app/Repos/pandas/scripts/file_sizes.py,150,168,/app/Repos/pandas/scripts/file_sizes.py,168,181,True,de6e6858ec75c9f7a4692de9b777009c
40,/app/Repos/pandas/pandas/tools/plotting.py,14,22,/app/Repos/pandas/pandas/tools/plotting.py,39,96,True,9ae3e1213021b8623e8a5965f6a2518a
41,/app/Repos/pandas/pandas/core/generic.py,375,411,/app/Repos/pandas/pandas/core/generic.py,449,485,True,3c01a6f2e4044186f7b75ffe8719b7b2
42,/app/Repos/pandas/pandas/core/datetools.py,483,505,/app/Repos/pandas/pandas/core/datetools.py,532,548,True,20ce9b33effda4ab898c6a8871c431eb
43,/app/Repos/pandas/pandas/core/generic.py,414,449,/app/Repos/pandas/pandas/core/generic.py,449,485,True,322f024a01d9ba3388d4d94100933c31
44,/app/Repos/pandas/scripts/testmed.py,38,64,/app/Repos/pandas/scripts/testmed.py,64,85,True,9511d5e2a14e22b6ddacfeac2ae3e60c
45,/app/Repos/pandas/doc/make.py,61,80,/app/Repos/pandas/doc/make.py,61,80,True,cf9854c306238832544ba970d28085cc
46,/app/Repos/pandas/doc/sphinxext/docscrape.py,189,244,/app/Repos/pandas/doc/sphinxext/docscrape.py,199,210,True,477e9069cf41775ce3fd6128711ad727
47,/app/Repos/pandas/pandas/core/datetools.py,299,309,/app/Repos/pandas/pandas/core/datetools.py,483,505,True,5c11091468894fbe2dffc3ed828667e9
48,/app/Repos/pandas/pandas/core/datetools.py,323,340,/app/Repos/pandas/pandas/core/datetools.py,483,505,True,9d846543d73f91d5b7cbc02cc53ac73e
