pair_id,file1,start1,end1,file2,start2,end2,is_first_occurrence,pair_hash
1,/app/Repos/pandas/bench/io_roundtrip.py,99,109,/app/Repos/pandas/bench/io_roundtrip.py,99,109,True,ff66f66fb6d8a8e940f04bd4d591706b
2,/app/Repos/pandas/bench/bench_unique.py,48,56,/app/Repos/pandas/bench/bench_unique.py,56,63,True,c193c3addb77e362333e60b1c9752f55
3,/app/Repos/pandas/bench/bench_with_subset.py,24,30,/app/Repos/pandas/bench/bench_with_subset.py,33,39,True,98fa5a1cba04752bff8bb0d380bf8ee6
4,/app/Repos/pandas/bench/bench_unique.py,48,56,/app/Repos/pandas/bench/bench_unique.py,88,96,True,0515ac3bb0b2e99bc34727986dab53c4
5,/app/Repos/pandas/bench/bench_unique.py,56,63,/app/Repos/pandas/bench/bench_unique.py,88,96,True,38e71db6d1780bb45774e160238bf068
6,/app/Repos/pandas/bench/bench_unique.py,48,56,/app/Repos/pandas/bench/bench_unique.py,96,135,True,5972e153b78d128233d1d42b7ebc0db1
7,/app/Repos/pandas/bench/bench_unique.py,56,63,/app/Repos/pandas/bench/bench_unique.py,96,135,True,876c00419f5cd1b1f82bea544ffe047a
8,/app/Repos/pandas/bench/bench_unique.py,151,169,/app/Repos/pandas/bench/bench_unique.py,169,192,True,fb7be23b2e84fa1eaf8ee693dd81e6f4
9,/app/Repos/pandas/bench/bench_unique.py,88,96,/app/Repos/pandas/bench/bench_unique.py,96,135,True,a311ad9d35b7816bbb0ede29dab08978
10,/app/Repos/pandas/vb_suite/test_perf.py,258,279,/app/Repos/pandas/vb_suite/test_perf.py,268,277,True,7c448ed1f4022f8e02254b5732c99785
11,/app/Repos/pandas/bench/bench_unique.py,32,39,/app/Repos/pandas/bench/bench_unique.py,39,48,True,bbfe9384ac90de913cf81e9f69d90527
12,/app/Repos/pandas/bench/bench_unique.py,169,192,/app/Repos/pandas/bench/bench_unique.py,215,229,True,1dfd9cc1354348d7a3fdd06d11750de9
13,/app/Repos/pandas/doc/sphinxext/numpydoc/phantom_import.py,34,168,/app/Repos/pandas/doc/sphinxext/numpydoc/phantom_import.py,65,78,True,dd1864d19c5d97f8e46ae312d2941ea6
14,/app/Repos/pandas/doc/sphinxext/numpydoc/phantom_import.py,34,168,/app/Repos/pandas/doc/sphinxext/numpydoc/phantom_import.py,80,94,True,6e429a032a957a1ceb88719540dbc7f8
