method_a,method_b,change_category,method_a_change_type,method_b_change_type,method_a_similarity,method_b_similarity
002ca026180b04b5d2a372c597a4fdb6,e24206c70980c4e385f797ac7d9ee5ef,both_deleted,deleted,deleted,,
004322a211ce3732b1fd74b13c8f4b20,248e79cee78b8be6a235806416477586,pair_dissolved_naturally,exact,exact,1.0,1.0
004322a211ce3732b1fd74b13c8f4b20,24ab7d5ce61e3be9118f4d42e19a741f,pair_dissolved_naturally,exact,exact,1.0,1.0
004322a211ce3732b1fd74b13c8f4b20,935eaee7b7b9eb9a3f0525c1f9425ba4,pair_dissolved_naturally,exact,exact,1.0,1.0
004322a211ce3732b1fd74b13c8f4b20,fbf9a8c5fb25b59a40022f0c7ca6b8c0,pair_dissolved_naturally,exact,exact,1.0,1.0
004d38d737c17b69a10bdb2b70eef997,5c78e845571e49dbce7eb244c6bf5615,method_b_deleted,moved,deleted,1.0,
004d38d737c17b69a10bdb2b70eef997,87c46cfe70bf9fa146c4ad052300f222,pair_dissolved_by_refactoring,moved,moved,1.0,0.9
006e3652e444791a6b544c62ee6e2c53,de2dc9755340375cdb6d2543f6616a08,both_deleted,deleted,deleted,,
00b3f769b9a596018a62a86f98e407f4,13fa42eea7f49a17961ad5e9f3c7270b,pair_dissolved_naturally,exact,exact,1.0,1.0
00c46a2676d2cb60bc35f977e9e42be6,59cb78a41f857939fbb0ca93d094559e,pair_dissolved_naturally,exact,unknown,1.0,
00d1d5f187cb1ffad02c6869706e2276,4c12510efecc9deba29cf8204e1c35a2,pair_dissolved_by_refactoring,moved,token_hash,1.0,1.0
00d1d5f187cb1ffad02c6869706e2276,9c258ffb60856e33e5ce2923a8189fe8,pair_dissolved_by_refactoring,moved,token_hash,1.0,1.0
00d1d5f187cb1ffad02c6869706e2276,e4d857eb4dbcdec1be7a5d4e755576b9,pair_dissolved_by_refactoring,moved,token_hash,1.0,1.0
