group_id,group_size,avg_similarity,total_methods,deleted_count,deleted_ratio,is_fully_deleted,is_partially_deleted,is_surviving
1369,2,80.0,2,0,0.0,False,False,True
273,4,81.5,4,0,0.0,False,False,True
495,3,87.0,3,0,0.0,False,False,True
26,11,82.65517241379311,11,0,0.0,False,False,True
1370,2,92.0,2,2,1.0,True,False,False
1391,2,94.0,2,0,0.0,False,False,True
1336,2,87.0,2,0,0.0,False,False,True
1320,2,77.0,2,0,0.0,False,False,True
1364,2,82.0,2,0,0.0,False,False,True
1338,2,81.0,2,0,0.0,False,False,True
88,7,81.0,7,0,0.0,False,False,True
1371,2,100.0,2,0,0.0,False,False,True
1372,2,100.0,2,0,0.0,False,False,True
1365,2,77.0,2,0,0.0,False,False,True
35,10,79.86666666666666,10,0,0.0,False,False,True
503,3,74.0,3,0,0.0,False,False,True
86,7,72.16666666666667,7,0,0.0,False,False,True
1373,2,81.0,2,0,0.0,False,False,True
1322,2,72.0,2,0,0.0,False,False,True
1310,2,71.0,2,0,0.0,False,False,True
1313,2,100.0,2,0,0.0,False,False,True
1374,2,100.0,2,0,0.0,False,False,True
1315,2,100.0,2,0,0.0,False,False,True
1376,2,100.0,2,0,0.0,False,False,True
1375,2,86.0,2,0,0.0,False,False,True
272,4,76.0,4,0,0.0,False,False,True
1394,2,71.0,2,0,0.0,False,False,True
526,3,80.0,3,0,0.0,False,False,True
61,8,84.22222222222223,8,0,0.0,False,False,True
1368,2,91.0,2,0,0.0,False,False,True
1377,2,100.0,2,0,0.0,False,False,True
1395,2,74.0,2,0,0.0,False,False,True
1380,2,70.0,2,0,0.0,False,False,True
1352,2,86.0,2,0,0.0,False,False,True
48,9,88.52941176470588,10,0,0.0,False,False,True
1398,2,75.0,2,0,0.0,False,False,True
1392,2,100.0,2,0,0.0,False,False,True
1383,2,74.0,2,0,0.0,False,False,True
1381,2,85.0,2,0,0.0,False,False,True
1382,2,100.0,2,0,0.0,False,False,True
1353,2,78.0,2,0,0.0,False,False,True
1333,2,86.0,2,0,0.0,False,False,True
1401,2,100.0,2,0,0.0,False,False,True
1327,2,100.0,2,0,0.0,False,False,True
510,3,100.0,3,0,0.0,False,False,True
1317,2,82.0,2,0,0.0,False,False,True
1341,2,89.0,2,0,0.0,False,False,True
1384,2,100.0,2,0,0.0,False,False,True
513,3,100.0,3,0,0.0,False,False,True
500,3,100.0,3,0,0.0,False,False,True
1402,2,100.0,2,0,0.0,False,False,True
1329,2,100.0,2,0,0.0,False,False,True
1330,2,70.0,2,0,0.0,False,False,True
166,5,79.33333333333333,5,0,0.0,False,False,True
501,3,96.0,3,0,0.0,False,False,True
511,3,85.0,3,0,0.0,False,False,True
1332,2,87.0,2,0,0.0,False,False,True
114,6,83.13333333333334,12,0,0.0,False,False,True
504,3,90.33333333333331,3,0,0.0,False,False,True
1403,2,85.0,2,0,0.0,False,False,True
165,5,100.0,5,0,0.0,False,False,True
1404,2,100.0,2,0,0.0,False,False,True
1334,2,81.0,2,0,0.0,False,False,True
1388,2,76.0,2,0,0.0,False,False,True
1335,2,81.0,2,0,0.0,False,False,True
1343,2,80.0,2,0,0.0,False,False,True
1345,2,80.0,2,0,0.0,False,False,True
275,4,87.0,4,0,0.0,False,False,True
1360,2,90.0,2,0,0.0,False,False,True
508,3,85.5,3,0,0.0,False,False,True
278,4,76.0,4,0,0.0,False,False,True
1366,2,91.0,2,1,0.5,False,True,False
27,11,82.0,11,2,0.18181818181818182,False,True,False
1389,2,98.0,2,0,0.0,False,False,True
163,5,83.0,5,0,0.0,False,False,True
116,6,78.27272727272727,6,0,0.0,False,False,True
1328,2,94.0,2,0,0.0,False,False,True
1396,2,81.0,2,0,0.0,False,False,True
1348,2,85.0,2,0,0.0,False,False,True
1342,2,79.0,2,0,0.0,False,False,True
1397,2,98.0,2,0,0.0,False,False,True
87,7,74.42857142857143,7,0,0.0,False,False,True
274,4,76.5,4,0,0.0,False,False,True
1399,2,71.0,2,0,0.0,False,False,True
1362,2,75.0,2,0,0.0,False,False,True
506,3,100.0,3,0,0.0,False,False,True
1363,2,96.0,2,0,0.0,False,False,True
1331,2,75.0,2,0,0.0,False,False,True
523,3,84.66666666666667,3,0,0.0,False,False,True
1405,2,79.0,2,0,0.0,False,False,True
276,4,86.66666666666667,4,0,0.0,False,False,True
524,3,74.5,3,3,1.0,True,False,False
1355,2,79.0,2,0,0.0,False,False,True
509,3,79.33333333333333,3,0,0.0,False,False,True
1356,2,78.0,2,1,0.5,False,True,False
517,3,76.0,3,0,0.0,False,False,True
168,5,80.2,5,2,0.4,False,True,False
1340,2,97.0,2,0,0.0,False,False,True
512,3,75.33333333333333,3,1,0.3333333333333333,False,True,False
47,9,77.4,9,0,0.0,False,False,True
1357,2,75.0,2,0,0.0,False,False,True
515,3,83.0,3,0,0.0,False,False,True
49,9,78.11111111111111,9,0,0.0,False,False,True
514,3,92.0,3,0,0.0,False,False,True
1358,2,92.0,2,0,0.0,False,False,True
516,3,91.66666666666669,3,0,0.0,False,False,True
1347,2,73.0,2,1,0.5,False,True,False
519,3,89.0,3,0,0.0,False,False,True
164,5,92.71428571428572,5,0,0.0,False,False,True
520,3,73.66666666666667,3,0,0.0,False,False,True
1400,2,81.0,2,0,0.0,False,False,True
1393,2,83.0,2,0,0.0,False,False,True
507,3,89.0,3,0,0.0,False,False,True
518,3,83.0,3,0,0.0,False,False,True
1367,2,74.0,2,0,0.0,False,False,True
1339,2,82.0,2,0,0.0,False,False,True
1346,2,71.0,2,0,0.0,False,False,True
1349,2,80.0,2,0,0.0,False,False,True
521,3,76.0,3,0,0.0,False,False,True
522,3,77.5,3,0,0.0,False,False,True
1350,2,80.0,2,0,0.0,False,False,True
167,5,85.0,5,0,0.0,False,False,True
277,4,83.33333333333333,4,4,1.0,True,False,False
1457,2,74.0,2,0,0.0,False,False,True
1496,2,80.0,2,1,0.5,False,True,False
1408,2,100.0,2,0,0.0,False,False,True
1443,2,78.0,2,1,0.5,False,True,False
1407,2,100.0,2,0,0.0,False,False,True
541,3,83.66666666666667,3,0,0.0,False,False,True
279,4,95.8,4,0,0.0,False,False,True
1406,2,79.0,2,0,0.0,False,False,True
1431,2,75.0,2,0,0.0,False,False,True
281,4,79.0,4,0,0.0,False,False,True
1588,1,0.0,2,0,0.0,False,False,True
1410,2,100.0,2,0,0.0,False,False,True
1409,2,80.0,2,0,0.0,False,False,True
542,3,81.0,3,0,0.0,False,False,True
1469,2,70.0,2,1,0.5,False,True,False
29,11,81.30188679245283,11,0,0.0,False,False,True
169,5,81.8,5,0,0.0,False,False,True
1468,2,82.0,2,0,0.0,False,False,True
170,5,75.6,5,5,1.0,True,False,False
175,5,81.75,5,0,0.0,False,False,True
1487,2,79.0,2,0,0.0,False,False,True
545,3,74.0,3,0,0.0,False,False,True
1467,2,80.0,2,0,0.0,False,False,True
282,4,73.66666666666667,4,0,0.0,False,False,True
288,4,76.0,4,1,0.25,False,True,False
1451,2,86.0,2,0,0.0,False,False,True
1412,2,75.0,2,0,0.0,False,False,True
1488,2,85.0,2,0,0.0,False,False,True
1462,2,100.0,2,0,0.0,False,False,True
280,4,73.83333333333333,4,0,0.0,False,False,True
1483,2,87.0,2,0,0.0,False,False,True
1417,2,87.0,2,0,0.0,False,False,True
551,3,81.0,3,0,0.0,False,False,True
529,3,77.66666666666667,3,0,0.0,False,False,True
1444,2,72.0,4,0,0.0,False,False,True
1445,2,81.0,2,0,0.0,False,False,True
1413,2,72.0,2,0,0.0,False,False,True
1414,2,87.0,2,0,0.0,False,False,True
1461,2,72.0,2,0,0.0,False,False,True
1416,2,100.0,2,0,0.0,False,False,True
527,3,100.0,3,0,0.0,False,False,True
1411,2,80.0,2,0,0.0,False,False,True
1415,2,100.0,2,0,0.0,False,False,True
1482,2,87.0,2,0,0.0,False,False,True
528,3,87.0,3,0,0.0,False,False,True
117,6,89.33333333333333,6,0,0.0,False,False,True
118,6,94.76923076923076,6,0,0.0,False,False,True
283,4,86.2,4,0,0.0,False,False,True
1492,2,92.0,2,0,0.0,False,False,True
1494,2,79.0,2,0,0.0,False,False,True
549,3,81.5,3,0,0.0,False,False,True
531,3,82.0,3,0,0.0,False,False,True
1589,1,0.0,2,2,1.0,True,False,False
1478,2,83.0,2,0,0.0,False,False,True
544,3,82.66666666666667,3,0,0.0,False,False,True
548,3,77.5,3,3,1.0,True,False,False
1479,2,76.0,2,0,0.0,False,False,True
1476,2,70.0,2,0,0.0,False,False,True
1475,2,76.0,2,0,0.0,False,False,True
1474,2,86.0,2,0,0.0,False,False,True
1473,2,73.0,2,1,0.5,False,True,False
1472,2,92.0,2,1,0.5,False,True,False
1471,2,89.0,2,0,0.0,False,False,True
1477,2,71.0,2,0,0.0,False,False,True
123,6,82.83333333333333,6,0,0.0,False,False,True
539,3,91.0,3,0,0.0,False,False,True
1460,2,76.0,2,0,0.0,False,False,True
550,3,77.5,3,0,0.0,False,False,True
124,6,77.77777777777777,6,0,0.0,False,False,True
554,3,80.0,3,0,0.0,False,False,True
533,3,71.5,3,0,0.0,False,False,True
1422,2,76.0,2,0,0.0,False,False,True
1421,2,73.0,2,0,0.0,False,False,True
530,3,87.0,3,0,0.0,False,False,True
1456,2,74.0,2,0,0.0,False,False,True
1419,2,81.0,2,0,0.0,False,False,True
284,4,74.75,4,0,0.0,False,False,True
1418,2,70.0,2,0,0.0,False,False,True
1424,2,83.0,2,0,0.0,False,False,True
285,4,76.0,4,0,0.0,False,False,True
1420,2,89.0,2,0,0.0,False,False,True
1489,2,71.0,2,0,0.0,False,False,True
1458,2,76.0,2,0,0.0,False,False,True
1464,2,75.0,2,0,0.0,False,False,True
28,11,77.76470588235294,11,0,0.0,False,False,True
1423,2,79.0,2,0,0.0,False,False,True
1503,2,87.0,2,0,0.0,False,False,True
1465,2,81.0,2,0,0.0,False,False,True
532,3,79.5,3,0,0.0,False,False,True
1466,2,83.0,2,0,0.0,False,False,True
1590,1,0.0,2,0,0.0,False,False,True
119,6,82.7,8,8,1.0,True,False,False
13,19,80.06666666666666,19,0,0.0,False,False,True
534,3,77.0,3,0,0.0,False,False,True
1427,2,72.0,3,0,0.0,False,False,True
1490,2,100.0,2,0,0.0,False,False,True
552,3,78.0,3,0,0.0,False,False,True
1493,2,90.0,2,0,0.0,False,False,True
1491,2,71.0,2,0,0.0,False,False,True
1425,2,88.0,2,0,0.0,False,False,True
171,5,79.6,5,1,0.2,False,True,False
543,3,81.66666666666667,3,3,1.0,True,False,False
286,4,88.0,6,0,0.0,False,False,True
1495,2,77.0,2,0,0.0,False,False,True
535,3,93.0,3,0,0.0,False,False,True
1426,2,83.0,2,0,0.0,False,False,True
1429,2,91.0,2,0,0.0,False,False,True
1449,2,81.0,2,0,0.0,False,False,True
174,5,81.2,5,2,0.4,False,True,False
1501,2,79.0,2,0,0.0,False,False,True
1446,2,84.0,2,0,0.0,False,False,True
1430,2,89.0,2,0,0.0,False,False,True
1432,2,86.0,2,0,0.0,False,False,True
122,6,78.16666666666667,6,0,0.0,False,False,True
1470,2,75.0,2,0,0.0,False,False,True
1428,2,80.0,2,0,0.0,False,False,True
289,4,93.4,4,0,0.0,False,False,True
1435,2,72.0,2,0,0.0,False,False,True
172,5,84.77777777777777,5,0,0.0,False,False,True
1448,2,78.0,2,0,0.0,False,False,True
1502,2,86.0,2,0,0.0,False,False,True
1450,2,77.0,2,0,0.0,False,False,True
1433,2,76.0,2,0,0.0,False,False,True
1438,2,81.0,2,0,0.0,False,False,True
1434,2,100.0,2,0,0.0,False,False,True
553,3,73.0,3,0,0.0,False,False,True
1485,2,80.0,2,0,0.0,False,False,True
1499,2,81.0,2,0,0.0,False,False,True
1454,2,80.0,2,0,0.0,False,False,True
287,4,89.0,4,0,0.0,False,False,True
540,3,85.0,3,0,0.0,False,False,True
1497,2,78.0,2,0,0.0,False,False,True
536,3,85.0,3,0,0.0,False,False,True
1486,2,76.0,2,0,0.0,False,False,True
1437,2,100.0,2,0,0.0,False,False,True
291,4,85.0,4,0,0.0,False,False,True
121,6,83.71428571428571,6,0,0.0,False,False,True
1439,2,81.0,2,0,0.0,False,False,True
1441,2,100.0,2,0,0.0,False,False,True
538,3,81.66666666666667,3,0,0.0,False,False,True
1442,2,82.0,2,0,0.0,False,False,True
173,5,79.0,5,0,0.0,False,False,True
1436,2,86.0,2,0,0.0,False,False,True
1498,2,86.0,2,0,0.0,False,False,True
1500,2,74.0,2,0,0.0,False,False,True
1440,2,86.0,2,0,0.0,False,False,True
120,6,84.1,6,0,0.0,False,False,True
537,3,100.0,3,0,0.0,False,False,True
50,9,72.66666666666667,9,0,0.0,False,False,True
125,6,77.57142857142857,6,0,0.0,False,False,True
1447,2,79.0,2,0,0.0,False,False,True
1453,2,71.0,2,0,0.0,False,False,True
1452,2,82.0,2,0,0.0,False,False,True
1455,2,92.0,2,0,0.0,False,False,True
1459,2,78.0,2,0,0.0,False,False,True
1463,2,85.0,2,1,0.5,False,True,False
546,3,74.0,3,0,0.0,False,False,True
547,3,75.0,3,0,0.0,False,False,True
1480,2,84.0,2,0,0.0,False,False,True
1481,2,84.0,2,1,0.5,False,True,False
1484,2,79.0,2,0,0.0,False,False,True
290,4,73.66666666666667,4,1,0.25,False,True,False
1512,2,74.0,2,0,0.0,False,False,True
1504,2,100.0,2,0,0.0,False,False,True
555,3,80.5,3,0,0.0,False,False,True
1545,2,100.0,2,0,0.0,False,False,True
89,7,79.5,7,0,0.0,False,False,True
292,4,83.66666666666667,4,0,0.0,False,False,True
1546,2,78.0,2,0,0.0,False,False,True
1505,2,71.0,2,0,0.0,False,False,True
1507,2,81.0,2,0,0.0,False,False,True
90,7,78.82352941176471,7,0,0.0,False,False,True
1506,2,80.0,2,0,0.0,False,False,True
1508,2,90.0,2,0,0.0,False,False,True
556,3,77.66666666666667,3,0,0.0,False,False,True
1547,2,76.0,2,0,0.0,False,False,True
126,6,76.58333333333333,6,0,0.0,False,False,True
1522,2,78.0,2,0,0.0,False,False,True
302,4,74.66666666666667,4,0,0.0,False,False,True
1567,2,82.0,2,0,0.0,False,False,True
1539,2,78.0,2,2,1.0,True,False,False
1509,2,79.0,2,0,0.0,False,False,True
558,3,70.5,3,0,0.0,False,False,True
1513,2,81.0,2,2,1.0,True,False,False
557,3,74.0,3,0,0.0,False,False,True
1591,1,0.0,2,0,0.0,False,False,True
559,3,88.0,3,0,0.0,False,False,True
1555,2,87.0,2,0,0.0,False,False,True
1516,2,84.0,2,0,0.0,False,False,True
1511,2,80.0,2,0,0.0,False,False,True
1510,2,79.0,2,0,0.0,False,False,True
1553,2,84.0,2,0,0.0,False,False,True
293,4,80.33333333333333,4,0,0.0,False,False,True
1554,2,72.0,2,0,0.0,False,False,True
1541,2,72.0,2,0,0.0,False,False,True
1515,2,91.0,2,0,0.0,False,False,True
1518,2,87.0,2,0,0.0,False,False,True
1592,1,0.0,2,0,0.0,False,False,True
1514,2,76.0,2,0,0.0,False,False,True
298,4,83.33333333333333,4,0,0.0,False,False,True
1524,2,85.0,2,0,0.0,False,False,True
1525,2,100.0,2,0,0.0,False,False,True
1521,2,81.0,2,0,0.0,False,False,True
1528,2,82.0,2,0,0.0,False,False,True
294,4,81.33333333333333,4,0,0.0,False,False,True
1517,2,72.0,2,0,0.0,False,False,True
307,4,88.0,4,0,0.0,False,False,True
295,4,86.16666666666667,4,0,0.0,False,False,True
299,4,80.33333333333333,4,0,0.0,False,False,True
304,4,82.66666666666667,4,0,0.0,False,False,True
1530,2,79.0,2,0,0.0,False,False,True
1556,2,92.0,2,0,0.0,False,False,True
1534,2,78.0,2,0,0.0,False,False,True
301,4,77.0,4,0,0.0,False,False,True
1569,2,82.0,2,0,0.0,False,False,True
51,9,83.8,9,4,0.4444444444444444,False,True,False
1536,2,80.0,2,2,1.0,True,False,False
1560,2,76.0,2,1,0.5,False,True,False
1570,2,80.0,2,2,1.0,True,False,False
560,3,83.0,3,1,0.3333333333333333,False,True,False
1519,2,74.0,2,0,0.0,False,False,True
1558,2,90.0,2,0,0.0,False,False,True
127,6,84.06666666666666,6,0,0.0,False,False,True
561,3,100.0,3,0,0.0,False,False,True
562,3,100.0,3,0,0.0,False,False,True
303,4,100.0,4,0,0.0,False,False,True
1523,2,84.0,2,0,0.0,False,False,True
296,4,83.33333333333333,4,0,0.0,False,False,True
1533,2,100.0,2,0,0.0,False,False,True
1535,2,89.0,2,0,0.0,False,False,True
297,4,84.16666666666667,4,0,0.0,False,False,True
1544,2,83.0,2,0,0.0,False,False,True
1526,2,77.0,2,0,0.0,False,False,True
1520,2,89.0,2,0,0.0,False,False,True
300,4,82.5,4,0,0.0,False,False,True
1531,2,74.0,2,0,0.0,False,False,True
1529,2,90.0,2,0,0.0,False,False,True
1565,2,100.0,2,0,0.0,False,False,True
1563,2,78.0,2,0,0.0,False,False,True
1571,2,73.0,2,2,1.0,True,False,False
1543,2,88.0,2,0,0.0,False,False,True
1532,2,78.0,2,0,0.0,False,False,True
1527,2,100.0,2,0,0.0,False,False,True
563,3,91.0,3,0,0.0,False,False,True
16,15,78.3076923076923,15,14,0.9333333333333333,False,True,False
62,8,83.8125,8,7,0.875,False,True,False
1551,2,91.0,2,1,0.5,False,True,False
1572,2,82.0,2,0,0.0,False,False,True
63,8,83.17857142857143,8,8,1.0,True,False,False
64,8,90.25,8,0,0.0,False,False,True
1537,2,86.0,2,0,0.0,False,False,True
1573,2,73.0,2,0,0.0,False,False,True
1538,2,76.0,2,0,0.0,False,False,True
564,3,78.33333333333333,3,1,0.3333333333333333,False,True,False
1564,2,91.0,2,0,0.0,False,False,True
570,3,74.0,3,0,0.0,False,False,True
1557,2,80.0,2,0,0.0,False,False,True
1540,2,73.0,2,0,0.0,False,False,True
566,3,80.0,3,0,0.0,False,False,True
1574,2,85.0,2,2,1.0,True,False,False
1559,2,80.0,2,0,0.0,False,False,True
565,3,79.33333333333333,3,0,0.0,False,False,True
1575,2,85.0,2,0,0.0,False,False,True
1568,2,90.0,2,0,0.0,False,False,True
1561,2,96.0,2,0,0.0,False,False,True
1562,2,83.0,2,0,0.0,False,False,True
1542,2,80.0,2,0,0.0,False,False,True
567,3,89.33333333333333,3,0,0.0,False,False,True
568,3,83.33333333333333,3,0,0.0,False,False,True
52,9,78.17391304347827,9,9,1.0,True,False,False
305,4,78.66666666666667,4,4,1.0,True,False,False
1566,2,100.0,2,2,1.0,True,False,False
1548,2,79.0,2,0,0.0,False,False,True
1549,2,82.0,2,0,0.0,False,False,True
569,3,71.0,3,0,0.0,False,False,True
1550,2,96.0,2,0,0.0,False,False,True
1552,2,86.0,2,0,0.0,False,False,True
176,5,85.75,5,0,0.0,False,False,True
306,4,85.5,4,0,0.0,False,False,True
