method_a,method_b,change_category,method_a_change_type,method_b_change_type,method_a_similarity,method_b_similarity
001ae0120e3a532bc00f583c7522902b,0098bc49101f91d6c45fb3297ebd5016,pair_dissolved_naturally,exact,exact,1.0,1.0
004ac49e056b50d286746c62521c03aa,1f7d0ba3454d1a049805ee1d45665374,pair_dissolved_by_refactoring,signature_changed,signature_changed,0.97,0.97
004ac49e056b50d286746c62521c03aa,45ef24ae8c806d563b63dfcff34e6202,pair_dissolved_by_refactoring,signature_changed,exact,0.97,1.0
004ac49e056b50d286746c62521c03aa,62af246689b279b755a8625cf6a4f732,pair_dissolved_by_refactoring,signature_changed,exact,0.97,1.0
004ac49e056b50d286746c62521c03aa,8f1f80107eced43a73db9a0ef09c143a,pair_dissolved_by_refactoring,signature_changed,exact,0.97,1.0
004ac49e056b50d286746c62521c03aa,a08bf01af53c763464a25a8168f8a3ed,pair_dissolved_by_refactoring,signature_changed,exact,0.97,1.0
004ac49e056b50d286746c62521c03aa,b09be95b9daf6707b1b4716a22fc077d,pair_dissolved_by_refactoring,signature_changed,exact,0.97,1.0
004ac49e056b50d286746c62521c03aa,b3242b684c1fe0004615a36362f7e739,pair_dissolved_by_refactoring,signature_changed,exact,0.97,1.0
004ac49e056b50d286746c62521c03aa,ff8859226764b9902a8ec23d21775dea,pair_dissolved_by_refactoring,signature_changed,signature_changed,0.97,0.94
0073258a8af254749e36af3593363b32,7ae3eab2517691c26cde7b9857dc774e,both_deleted,deleted,deleted,,
00794c8fa7f1ba360693421f08c1b808,04be02b3f0cc47d296d67c403e9835cd,pair_dissolved_by_refactoring,moved,exact,0.99,1.0
00794c8fa7f1ba360693421f08c1b808,5909ae7da589e93a8561346fa89b81f0,pair_dissolved_by_refactoring,moved,exact,0.99,1.0
00794c8fa7f1ba360693421f08c1b808,81ea74394ed3df888e9922f911ab3b71,pair_dissolved_by_refactoring,moved,unknown,0.99,
00794c8fa7f1ba360693421f08c1b808,fe79b723a2b0090162383ff57f46f3d5,pair_dissolved_by_refactoring,moved,moved,0.99,0.97
0081dc742d6b12766d452b0c8a00a3de,15183fb1cbfe7bc265504e289b0a825d,pair_dissolved_naturally,exact,exact,1.0,1.0
00880ad588e1fa51004220a9994e2f74,8b89dc8ac93862f061748f5e091e2c0c,pair_dissolved_naturally,exact,unknown,1.0,
009cb1e5ad60843700bf662a51ef499b,43f3053b8085e951d8705c92e863bf56,pair_dissolved_by_refactoring,refactored,exact,0.89,1.0
